ip,dash1,user,timestamp,method,url,protocol,status,size,referrer,user_agent
100.170.87.161,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,200,4994,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
179.115.215.55,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,200,4957,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
185.195.74.203,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,500,4902,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
210.86.134.146,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,200,4919,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
163.50.126.22,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,403,4971,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
196.104.133.122,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,304,5030,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
174.76.148.218,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,502,4995,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
41.117.128.53,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,200,4895,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
69.83.245.68,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,404,5057,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
75.118.80.147,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,500,5014,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
52.166.167.66,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,304,4993,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
61.149.208.148,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,303,5005,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
7.200.135.193,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,500,5012,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
53.229.73.146,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,303,5013,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
97.28.224.214,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,403,5007,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
28.215.102.51,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,502,4920,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
81.217.209.26,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,200,4988,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
94.243.77.11,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,502,5055,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
167.81.113.206,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,404,5003,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
24.12.129.69,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,500,5056,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
123.86.17.77,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin/developer,HTTP/1.0,200,4993,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
126.193.0.139,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,404,4961,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
169.102.198.73,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,500,5007,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
195.227.242.92,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,303,5078,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
66.16.167.105,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,500,4979,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
2.183.110.7,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,500,4930,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
185.233.124.31,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,502,4996,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
194.180.251.229,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,403,5060,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
108.68.204.191,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,304,4945,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
63.125.211.79,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,403,5078,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
70.31.21.152,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,303,5057,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
170.157.172.85,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,200,4866,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
195.178.183.15,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,200,4961,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
218.85.5.125,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,404,4990,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
197.205.128.254,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,303,5052,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
188.211.79.228,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,502,5028,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
122.25.15.129,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,200,5022,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
85.73.42.31,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,303,4999,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
15.102.192.156,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,404,4962,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
34.116.164.249,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,404,4941,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
19.54.105.114,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,303,4998,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
157.37.215.157,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,303,5034,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
135.194.40.217,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,304,4949,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
16.90.237.112,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,404,5004,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
196.153.6.204,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,502,5006,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
221.86.222.167,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,403,4940,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
64.96.11.135,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,502,4967,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
45.84.46.144,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,304,5023,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
139.193.190.148,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,403,5038,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
37.201.17.163,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,500,4944,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
36.164.103.215,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,403,5109,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
74.15.106.132,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin/developer,HTTP/1.0,403,4970,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
139.94.246.42,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,403,5038,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
69.148.60.211,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,200,5048,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
189.2.230.38,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,502,4971,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
20.12.101.138,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,404,4982,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
45.244.112.216,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,200,4990,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
115.55.144.157,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,403,5053,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
200.68.133.122,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,500,4928,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
114.47.90.32,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,403,4985,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
112.33.143.17,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin/developer,HTTP/1.0,500,4990,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
159.225.14.173,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,304,4974,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
24.152.236.21,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,404,5056,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
200.132.13.250,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,403,5017,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
128.208.168.113,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin/developer,HTTP/1.0,303,5029,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
173.77.8.137,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,500,4966,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
27.30.177.41,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,500,4980,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
167.139.177.55,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,502,4969,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
99.36.25.231,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin/developer,HTTP/1.0,304,5025,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
135.156.197.160,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,404,4945,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
7.99.181.149,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,500,5027,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
198.159.158.138,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,304,5022,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
141.58.113.187,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin/developer,HTTP/1.0,304,4894,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
5.170.48.214,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,404,5012,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
182.16.51.20,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,303,5025,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
133.40.80.14,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,200,5014,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
218.40.212.5,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,303,4949,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
64.176.18.72,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,304,5065,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
60.99.6.65,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,500,4958,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
115.94.126.75,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,500,4992,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
105.49.166.128,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,404,5030,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
41.115.128.184,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,500,4999,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
110.255.214.54,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin/developer,HTTP/1.0,403,5031,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
14.63.109.124,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin/developer,HTTP/1.0,403,4957,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
131.220.192.6,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,502,4943,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
132.1.51.230,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,404,4934,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
153.218.119.233,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,502,5049,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
95.13.177.144,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,403,4970,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
95.240.117.175,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,403,5078,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
148.99.35.175,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,303,5058,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
160.92.86.85,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,404,4992,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
13.65.247.25,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,304,5013,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
20.129.62.67,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,502,4970,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
38.239.157.150,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,502,5033,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
161.49.248.162,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,500,4962,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
40.55.25.179,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,500,4980,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
193.234.109.191,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,403,4964,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
